NOMBRETOT,AUX_Tfno,DIR_LOCALIDAD,DIR_CP,DIR_PROVINCIA,ESTADO_2,ESTADO_1,NOMBRE1,DIR_COMPLETA,AUX_Idiomas,NOMBRE2,DIR_CALLE,TIEMPO
Policlínica La Vega,966342646,ORIHUELA,03300,ALICANTE/ALACANT,PSIQUIATRIA,ALICANTE/ALACANT,Policlínica La Vega,"C/ Obispo Rocamora, 12 Bajo, 03300 - ORIHUELA - ALICANTE/ALACANT",,,"C/ Obispo Rocamora, 12 Bajo",2017-11-13T22:51:52.198000
"Pérez Macía, Virgina                                                                                                                    (Hospital Imed Levante                                                             )",966878787,BENIDORM,03503,ALICANTE/ALACANT,PSIQUIATRIA,ALICANTE/ALACANT,"Pérez Macía, Virgina                                                                                                                    (Hospital Imed Levante                                                             )","C/ Ramón y Cajal, 7, 03503 - BENIDORM - ALICANTE/ALACANT",,"Pérez Macía, Virgina                                                                                                                    (Hospital Imed Levante                                                             )","C/ Ramón y Cajal, 7",2017-11-13T22:51:52.793000
"BALLENILLA MARCO, FEDRICO (HOSPITAL IMED LEVANTE )",966878787,BENIDORM,03503,ALICANTE/ALACANT,RADIOLOGIA INTERVENCIONISTA,ALICANTE/ALACANT,"BALLENILLA MARCO, FEDRICO (HOSPITAL IMED LEVANTE )","C/ Ramón y Cajal, 7, 03503 - BENIDORM - ALICANTE/ALACANT",,"BALLENILLA MARCO, FEDRICO (HOSPITAL IMED LEVANTE )","C/ Ramón y Cajal, 7",2017-11-13T22:52:03.546000
"DAGDA PLATINUM, UNIDAD ENDOVASCULAR",965267755,ALICANTE/ALACANT,03016,ALICANTE/ALACANT,RADIOLOGIA INTERVENCIONISTA,ALICANTE/ALACANT,"DAGDA PLATINUM, UNIDAD ENDOVASCULAR","Avda. de Denia, 78 Vithas Hospital Medimar Internacional, 03016 - ALICANTE/ALACANT - ALICANTE/ALACANT",,,"Avda. de Denia, 78 Vithas Hospital Medimar Internacional",2017-11-13T22:52:04.091000
"ESTEBAN HERNÁNDEZ, ENRIQUE (HOSPITAL QUIRÓNSALUD TORREVIEJA )",966921313,TORREVIEJA,03183,ALICANTE/ALACANT,RADIOLOGIA INTERVENCIONISTA,ALICANTE/ALACANT,"ESTEBAN HERNÁNDEZ, ENRIQUE (HOSPITAL QUIRÓNSALUD TORREVIEJA )","C/ Partida de la Loma, s/n, 03183 - TORREVIEJA - ALICANTE/ALACANT",,"ESTEBAN HERNÁNDEZ, ENRIQUE (HOSPITAL QUIRÓNSALUD TORREVIEJA )","C/ Partida de la Loma, s/n",2017-11-13T22:52:04.659000
"GARCÍA MEDINA, JOSÉ (HOSPITAL QUIRÓNSALUD TORREVIEJA )",966921313,TORREVIEJA,03183,ALICANTE/ALACANT,RADIOLOGIA INTERVENCIONISTA,ALICANTE/ALACANT,"GARCÍA MEDINA, JOSÉ (HOSPITAL QUIRÓNSALUD TORREVIEJA )","C/ Partida de la Loma, s/n, 03183 - TORREVIEJA - ALICANTE/ALACANT",,"GARCÍA MEDINA, JOSÉ (HOSPITAL QUIRÓNSALUD TORREVIEJA )","C/ Partida de la Loma, s/n",2017-11-13T22:52:05.251000
HOSPITAL IMED LEVANTE,966878787,BENIDORM,03503,ALICANTE/ALACANT,RADIOLOGIA INTERVENCIONISTA,ALICANTE/ALACANT,HOSPITAL IMED LEVANTE,"C/ Ramón y Cajal, 7, 03503 - BENIDORM - ALICANTE/ALACANT",,,"C/ Ramón y Cajal, 7",2017-11-13T22:52:05.804000
Hospital Quirónsalud Torrevieja,966921313,TORREVIEJA,03183,ALICANTE/ALACANT,RADIOLOGIA INTERVENCIONISTA,ALICANTE/ALACANT,Hospital Quirónsalud Torrevieja,"C/ Partida de la Loma, s/n, 03183 - TORREVIEJA - ALICANTE/ALACANT",,,"C/ Partida de la Loma, s/n",2017-11-13T22:52:06.346000
"Moreno Diéguez, Antonio                                                                                                                    (Hospital Quirónsalud Torrevieja                                                             )",966921313,TORREVIEJA,03183,ALICANTE/ALACANT,RADIOLOGIA INTERVENCIONISTA,ALICANTE/ALACANT,"Moreno Diéguez, Antonio                                                                                                                    (Hospital Quirónsalud Torrevieja                                                             )","C/ Partida de la Loma, s/n, 03183 - TORREVIEJA - ALICANTE/ALACANT",,"Moreno Diéguez, Antonio                                                                                                                    (Hospital Quirónsalud Torrevieja                                                             )","C/ Partida de la Loma, s/n",2017-11-13T22:52:06.933000
Vithas Hospital Perpetuo Internacional,965201100,ALICANTE/ALACANT,03013,ALICANTE/ALACANT,RADIOLOGIA INTERVENCIONISTA,ALICANTE/ALACANT,Vithas Hospital Perpetuo Internacional,"Pza. Dr. Gómez Ulla, 15, 03013 - ALICANTE/ALACANT - ALICANTE/ALACANT",,,"Pza. Dr. Gómez Ulla, 15",2017-11-13T22:52:07.488000
CENTRO MÉDICO LUMIARES,965910631,ALICANTE/ALACANT,03010,ALICANTE/ALACANT,REHABILITACION,ALICANTE/ALACANT,CENTRO MÉDICO LUMIARES,"C/ Pintor Otilio, 1 (Esq. Óptica Lumiares), 03010 - ALICANTE/ALACANT - ALICANTE/ALACANT",,,"C/ Pintor Otilio, 1 (Esq. Óptica Lumiares)",2017-11-13T22:52:18.669000
CLÍNICA BENIDORM,965853850,BENIDORM,03501,ALICANTE/ALACANT,REHABILITACION,ALICANTE/ALACANT,CLÍNICA BENIDORM,"Avda. Alfonso Puchades, 8, 03501 - BENIDORM - ALICANTE/ALACANT",,,"Avda. Alfonso Puchades, 8",2017-11-13T22:52:19.187000
CLÍNICA TRAUMASPORT,965269109,ALICANTE/ALACANT,03014,ALICANTE/ALACANT,REHABILITACION,ALICANTE/ALACANT,CLÍNICA TRAUMASPORT,"C/ Gran Vía Sidi Ifni, 17, 03014 - ALICANTE/ALACANT - ALICANTE/ALACANT",,,"C/ Gran Vía Sidi Ifni, 17",2017-11-13T22:52:19.713000
CLÍNICA VISTAHERMOSA,965264200,ALICANTE/ALACANT,03015,ALICANTE/ALACANT,REHABILITACION,ALICANTE/ALACANT,CLÍNICA VISTAHERMOSA,"Avda. de Denia, 103, 03015 - ALICANTE/ALACANT - ALICANTE/ALACANT",,,"Avda. de Denia, 103",2017-11-13T22:52:20.243000
"CRESPO SÁNCHEZ, JOSEFINA (HOSPITAL QUIRÓNSALUD TORREVIEJA )",966921313,TORREVIEJA,03183,ALICANTE/ALACANT,REHABILITACION,ALICANTE/ALACANT,"CRESPO SÁNCHEZ, JOSEFINA (HOSPITAL QUIRÓNSALUD TORREVIEJA )","C/ Partida de la Loma, s/n, 03183 - TORREVIEJA - ALICANTE/ALACANT",,"CRESPO SÁNCHEZ, JOSEFINA (HOSPITAL QUIRÓNSALUD TORREVIEJA )","C/ Partida de la Loma, s/n",2017-11-13T22:52:20.813000
Hospital Imed Levante,966878787,BENIDORM,03503,ALICANTE/ALACANT,REHABILITACION,ALICANTE/ALACANT,Hospital Imed Levante,"C/ Ramón y Cajal, 7, 03503 - BENIDORM - ALICANTE/ALACANT",,,"C/ Ramón y Cajal, 7",2017-11-13T22:52:21.308000
Hospital Quirónsalud Torrevieja,966921313,TORREVIEJA,03183,ALICANTE/ALACANT,REHABILITACION,ALICANTE/ALACANT,Hospital Quirónsalud Torrevieja,"C/ Partida de la Loma, s/n, 03183 - TORREVIEJA - ALICANTE/ALACANT",,,"C/ Partida de la Loma, s/n",2017-11-13T22:52:21.882000
Imtemedic,965151700,ALICANTE/ALACANT,03013,ALICANTE/ALACANT,REHABILITACION,ALICANTE/ALACANT,Imtemedic,"C/ Rio Seco, 1 Esq. Padre Esplá, 58, 03013 - ALICANTE/ALACANT - ALICANTE/ALACANT",,,"C/ Rio Seco, 1 Esq. Padre Esplá, 58",2017-11-13T22:52:22.404000
"Medina Gálvez, Noelia                                                                                                                    (Centro Médico Lumiares                                                             )",965910631,ALICANTE/ALACANT,03010,ALICANTE/ALACANT,REHABILITACION,ALICANTE/ALACANT,"Medina Gálvez, Noelia                                                                                                                    (Centro Médico Lumiares                                                             )","C/ Pintor Otilio, 1 (Esq. Óptica Lumiares), 03010 - ALICANTE/ALACANT - ALICANTE/ALACANT",,"Medina Gálvez, Noelia                                                                                                                    (Centro Médico Lumiares                                                             )","C/ Pintor Otilio, 1 (Esq. Óptica Lumiares)",2017-11-13T22:52:22.986000
"Moreno Alzuyet, Jorge                                                                                                                    (Hospital Quirónsalud Torrevieja                                                             )",966921313,TORREVIEJA,03183,ALICANTE/ALACANT,REHABILITACION,ALICANTE/ALACANT,"Moreno Alzuyet, Jorge                                                                                                                    (Hospital Quirónsalud Torrevieja                                                             )","C/ Partida de la Loma, s/n, 03183 - TORREVIEJA - ALICANTE/ALACANT",,"Moreno Alzuyet, Jorge                                                                                                                    (Hospital Quirónsalud Torrevieja                                                             )","C/ Partida de la Loma, s/n",2017-11-13T22:52:23.560000
"Pérez Delgado, Myriam                                                                                                                    (Hospital Imed Levante                                                             )",966878787,BENIDORM,03503,ALICANTE/ALACANT,REHABILITACION,ALICANTE/ALACANT,"Pérez Delgado, Myriam                                                                                                                    (Hospital Imed Levante                                                             )","C/ Ramón y Cajal, 7, 03503 - BENIDORM - ALICANTE/ALACANT",,"Pérez Delgado, Myriam                                                                                                                    (Hospital Imed Levante                                                             )","C/ Ramón y Cajal, 7",2017-11-13T22:52:24.122000
"Pérez Fernández, Francisco                                                                                                                    (Hospital Quirónsalud Torrevieja                                                             )",966921313,TORREVIEJA,03183,ALICANTE/ALACANT,REHABILITACION,ALICANTE/ALACANT,"Pérez Fernández, Francisco                                                                                                                    (Hospital Quirónsalud Torrevieja                                                             )","C/ Partida de la Loma, s/n, 03183 - TORREVIEJA - ALICANTE/ALACANT",,"Pérez Fernández, Francisco                                                                                                                    (Hospital Quirónsalud Torrevieja                                                             )","C/ Partida de la Loma, s/n",2017-11-13T22:52:24.729000
"Rodríguez Ruíz, Mª Carmen                                                                                                                    (Hospital Quirónsalud Torrevieja                                                             )",966921313,TORREVIEJA,03183,ALICANTE/ALACANT,REHABILITACION,ALICANTE/ALACANT,"Rodríguez Ruíz, Mª Carmen                                                                                                                    (Hospital Quirónsalud Torrevieja                                                             )","C/ Partida de la Loma, s/n, 03183 - TORREVIEJA - ALICANTE/ALACANT",,"Rodríguez Ruíz, Mª Carmen                                                                                                                    (Hospital Quirónsalud Torrevieja                                                             )","C/ Partida de la Loma, s/n",2017-11-13T22:52:25.314000
